duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,is_host_login,is_guest_login,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,attack_type,binary_label
0.0,icmp,ftp,S0,58621.11215941903,224.1678875885588,0,0,0,0.5673930961195747,0,0,0.2750855010975261,0,0,0.2824706571999518,0.0,0.081022123485276,0.0,0,0,477,406,0.889354,0.019186,0.049841,0.008362,0.028865,245,235,0.05891,1.0,1.0,DoS,1
6.108675444967649,tcp,http,SF,1120.9815194897076,506.4719774928178,0,0,0,0.2428326191269108,0,1,0.0,0,0,0.0,0.2076051822165866,0.0160632418602879,0.1759478582775036,0,0,0,34,0.0,0.071429,1.0,0.027415,0.072035,144,223,0.841641,0.01591,0.0,Normal,0
0.0,tcp,other,REJ,41673.377084012645,3.994925729702999,0,0,0,0.0,0,0,0.2166730203508847,0,0,0.3593904365344207,0.3291134930958863,0.0099738668950578,0.0,0,0,402,511,0.725513,0.005937,0.077349,0.178532,0.01478,240,252,0.099369,0.929196,0.970404,DoS,1
4.36945567786469,udp,ssh,SF,301.07024804549206,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.5091084047511674,0.1249900921357937,0.6586856696989656,0,0,123,1,0.09951,0.192984,0.013021,0.830777,0.552373,231,99,0.448487,0.854873,0.013372,Probe,1
21.16799485921752,tcp,pop3,REJ,0.0,2095.7142334376026,0,0,0,7.63463491799931,3,0,0.0,0,0,0.0419036716178815,0.8865871582128371,0.0,0.9291663854102832,0,0,12,24,0.0,0.034204,0.587595,0.460801,0.244273,53,51,0.558974,0.334963,0.104579,R2L,1
7.487125816582036,tcp,pop3,SF,937.9566441070922,243.55590591185543,0,0,0,0.7498857276708467,0,1,0.9532650892340502,0,0,0.5238401909508004,0.0,0.2006159294547375,0.0,0,0,59,12,0.036687,0.024838,0.9869,0.026065,0.097346,93,218,0.854147,0.002493,0.069721,Normal,0
0.0,icmp,ssh,SF,178.62628989250493,427.5907265362115,0,0,0,0.0,0,0,0.80032813766136,0,0,1.1570337037381533,0.8088915047514127,0.0196164548200955,0.0,0,0,140,30,0.031894,0.115204,0.0,1.0,0.701792,226,16,0.064502,0.983103,0.139101,Probe,1
0.5496813077724867,udp,http,SF,1041.0314180694768,730.3214077299791,0,0,0,0.0,0,1,0.4772286517502628,0,0,0.0,0.3306685504953482,0.0,0.7051254504564163,0,0,39,61,0.0,0.0,0.895412,0.110716,0.110329,57,123,0.903925,0.100253,0.039768,Normal,0
10.648507147081585,udp,http,REJ,0.0,210.19105151335333,0,0,0,2.6640383848072715,1,1,1.5357441714038416,0,0,0.7438008560595806,0.5417231937132723,0.1226793656878607,0.2947066764639758,0,0,123,29,0.0,0.261811,0.371315,0.650863,0.622903,235,2,0.402997,0.627127,0.024548,Probe,1
1.581282720768575,tcp,http,REJ,1481.267273733677,437.6679655628906,0,0,0,2.752083324903169,0,1,0.0,0,0,0.3309406318571771,0.3770405375517162,0.0,0.3174738042305258,0,0,37,65,0.002168,0.0,0.803685,0.029889,0.0,255,168,0.974349,0.081483,0.030257,Normal,0
0.0,icmp,imap,S0,40999.09308513171,285.3006072625319,0,1,0,1.5696567340978798,0,0,0.3211462845611645,0,0,0.2220625879041476,0.2504067151197564,0.027440864603936,0.0,0,0,479,493,0.743394,0.029648,0.047467,0.131927,0.008796,229,255,0.101853,0.907762,0.889524,DoS,1
6.868457489031932,tcp,smtp,SF,1123.4943961890615,624.4335401245113,0,0,0,1.3282871564762015,1,1,0.5104400610772318,0,0,0.1751507435580655,0.0,0.1472582621522581,0.0,0,0,43,61,0.029082,0.041922,0.88762,0.037343,0.075832,153,159,0.900548,0.0,0.065482,Normal,0
0.8730216942990929,icmp,other,REJ,55568.02568493388,216.6403659603021,0,1,0,2.2088618632008004,0,0,0.0,0,0,0.4381183972676707,0.0,0.0,0.1009763523378019,0,0,486,511,1.0,0.035478,0.068845,0.148379,0.0,255,228,0.0,1.0,0.723206,DoS,1
